## Ore Dictionary Info                      ##
##############################################
## In the form:                             ##
## <ore dictionary entry>                   ##
##     <item id registered> - <item damage> ##
##     etc...                               ##
##############################################
actinolite
contenttweaker:magentalimeapacherhyolitecrackedbrick - 0
contenttweaker:magentalimeapacherhyolitecrackedshortbrick - 0
contenttweaker:magentalimeapacherhyolitedebossed - 0
contenttweaker:magentalimeapacherhyolitepolished - 0
contenttweaker:magentalimeapacherhyoliteshortbrick - 0
contenttweaker:magentalimeapacherhyolitemossybrick - 0
contenttweaker:magentalimeapacherhyolitemossychiseledbrick - 0
contenttweaker:magentalimeapacherhyolitemossydebossed - 0
contenttweaker:magentalimeapacherhyolitemossycobblestone - 0
contenttweaker:magentalimeapacherhyolitemossypolished - 0
contenttweaker:magentalimeapacherhyolitemossyshortbrick - 0
contenttweaker:magentalimeapacherhyolitelichenbrown - 0
contenttweaker:magentalimeapacherhyolitelichenorange - 0
contenttweaker:magentalimeapacherhyolitelichenred - 0
contenttweaker:magentalimeapacherhyolitelichenyellow - 0
contenttweaker:magentaapacherhyolite - 0
contenttweaker:magentaapacherhyolitebrick - 0
contenttweaker:magentaapacherhyolitechiseledbrick - 0
contenttweaker:magentaapacherhyolitecobblestone - 0
contenttweaker:magentaapacherhyolitecrackedbrick - 0
contenttweaker:magentaapacherhyolitecrackedshortbrick - 0
contenttweaker:magentaapacherhyolitedebossed - 0
contenttweaker:magentaapacherhyolitepolished - 0
contenttweaker:magentaapacherhyoliteshortbrick - 0
contenttweaker:magentaapacherhyolitemossybrick - 0
contenttweaker:magentaapacherhyolitemossychiseledbrick - 0
contenttweaker:magentaapacherhyolitemossydebossed - 0
contenttweaker:magentaapacherhyolitemossycobblestone - 0
contenttweaker:magentaapacherhyolitemossypolished - 0
contenttweaker:magentaapacherhyolitemossyshortbrick - 0
contenttweaker:magentaapacherhyolitelichenbrown - 0
contenttweaker:magentaapacherhyolitelichenorange - 0
contenttweaker:magentaapacherhyolitelichenred - 0
contenttweaker:magentaapacherhyolitelichenyellow - 0
contenttweaker:magentaorangeapacherhyolite - 0
contenttweaker:magentaorangeapacherhyolitebrick - 0
contenttweaker:magentaorangeapacherhyolitechiseledbrick - 0
contenttweaker:magentaorangeapacherhyolitecobblestone - 0
contenttweaker:magentaorangeapacherhyolitecrackedbrick - 0
contenttweaker:magentaorangeapacherhyolitecrackedshortbrick - 0
contenttweaker:magentaorangeapacherhyolitedebossed - 0
contenttweaker:magentaorangeapacherhyolitepolished - 0
contenttweaker:magentaorangeapacherhyoliteshortbrick - 0
contenttweaker:magentaorangeapacherhyolitemossybrick - 0
contenttweaker:magentaorangeapacherhyolitemossychiseledbrick - 0
contenttweaker:magentaorangeapacherhyolitemossydebossed - 0
contenttweaker:magentaorangeapacherhyolitemossycobblestone - 0
contenttweaker:magentaorangeapacherhyolitemossypolished - 0
contenttweaker:magentaorangeapacherhyolitemossyshortbrick - 0
contenttweaker:magentaorangeapacherhyolitelichenbrown - 0
contenttweaker:magentaorangeapacherhyolitelichenorange - 0
contenttweaker:magentaorangeapacherhyolitelichenred - 0
contenttweaker:magentaorangeapacherhyolitelichenyellow - 0
contenttweaker:magentapinkapacherhyolite - 0
contenttweaker:magentapinkapacherhyolitebrick - 0
contenttweaker:magentapinkapacherhyolitechiseledbrick - 0
contenttweaker:magentapinkapacherhyolitecobblestone - 0
contenttweaker:magentapinkapacherhyolitecrackedbrick - 0
contenttweaker:magentapinkapacherhyolitecrackedshortbrick - 0
contenttweaker:magentapinkapacherhyolitedebossed - 0
contenttweaker:magentapinkapacherhyolitepolished - 0
contenttweaker:magentapinkapacherhyoliteshortbrick - 0
contenttweaker:magentapinkapacherhyolitemossybrick - 0
contenttweaker:magentapinkapacherhyolitemossychiseledbrick - 0
contenttweaker:magentapinkapacherhyolitemossydebossed - 0
contenttweaker:magentapinkapacherhyolitemossycobblestone - 0
contenttweaker:magentapinkapacherhyolitemossypolished - 0
contenttweaker:magentapinkapacherhyolitemossyshortbrick - 0
contenttweaker:magentapinkapacherhyolitelichenbrown - 0
contenttweaker:magentapinkapacherhyolitelichenorange - 0
contenttweaker:magentapinkapacherhyolitelichenred - 0
contenttweaker:magentapinkapacherhyolitelichenyellow - 0
contenttweaker:magentapurpleapacherhyolite - 0
contenttweaker:magentapurpleapacherhyolitebrick - 0
contenttweaker:magentapurpleapacherhyolitechiseledbrick - 0
contenttweaker:magentapurpleapacherhyolitecobblestone - 0
contenttweaker:magentapurpleapacherhyolitecrackedbrick - 0
contenttweaker:magentapurpleapacherhyolitecrackedshortbrick - 0
contenttweaker:magentapurpleapacherhyolitedebossed - 0
contenttweaker:magentapurpleapacherhyolitepolished - 0
contenttweaker:magentapurpleapacherhyoliteshortbrick - 0
contenttweaker:magentapurpleapacherhyolitemossybrick - 0
contenttweaker:magentapurpleapacherhyolitemossychiseledbrick - 0
contenttweaker:magentapurpleapacherhyolitemossydebossed - 0
contenttweaker:magentapurpleapacherhyolitemossycobblestone - 0
contenttweaker:magentapurpleapacherhyolitemossypolished - 0
contenttweaker:magentapurpleapacherhyolitemossyshortbrick - 0
contenttweaker:magentapurpleapacherhyolitelichenbrown - 0
contenttweaker:magentapurpleapacherhyolitelichenorange - 0
contenttweaker:magentapurpleapacherhyolitelichenred - 0
contenttweaker:magentapurpleapacherhyolitelichenyellow - 0
contenttweaker:magentaredapacherhyolite - 0
contenttweaker:magentaredapacherhyolitebrick - 0
contenttweaker:magentaredapacherhyolitechiseledbrick - 0
contenttweaker:magentaredapacherhyolitecobblestone - 0
contenttweaker:magentaredapacherhyolitecrackedbrick - 0
contenttweaker:magentaredapacherhyolitecrackedshortbrick - 0
contenttweaker:magentaredapacherhyolitedebossed - 0
contenttweaker:magentaredapacherhyolitepolished - 0
contenttweaker:magentaredapacherhyoliteshortbrick - 0
contenttweaker:magentaredapacherhyolitemossybrick - 0
contenttweaker:magentaredapacherhyolitemossychiseledbrick - 0
contenttweaker:magentaredapacherhyolitemossydebossed - 0
contenttweaker:magentaredapacherhyolitemossycobblestone - 0
contenttweaker:magentaredapacherhyolitemossypolished - 0
contenttweaker:magentaredapacherhyolitemossyshortbrick - 0
contenttweaker:magentaredapacherhyolitelichenbrown - 0
contenttweaker:magentaredapacherhyolitelichenorange - 0
contenttweaker:magentaredapacherhyolitelichenred - 0
contenttweaker:magentaredapacherhyolitelichenyellow - 0
contenttweaker:magentawhiteapacherhyolite - 0
contenttweaker:magentawhiteapacherhyolitebrick - 0
contenttweaker:magentawhiteapacherhyolitechiseledbrick - 0
contenttweaker:magentawhiteapacherhyolitecobblestone - 0
contenttweaker:magentawhiteapacherhyolitecrackedbrick - 0
contenttweaker:magentawhiteapacherhyolitecrackedshortbrick - 0
contenttweaker:magentawhiteapacherhyolitedebossed - 0
contenttweaker:magentawhiteapacherhyolitepolished - 0
contenttweaker:magentawhiteapacherhyoliteshortbrick - 0
contenttweaker:magentawhiteapacherhyolitemossybrick - 0
contenttweaker:magentawhiteapacherhyolitemossychiseledbrick - 0
contenttweaker:magentawhiteapacherhyolitemossydebossed - 0
contenttweaker:magentawhiteapacherhyolitemossycobblestone - 0
contenttweaker:magentawhiteapacherhyolitemossypolished - 0
contenttweaker:magentawhiteapacherhyolitemossyshortbrick - 0
contenttweaker:magentawhiteapacherhyolitelichenbrown - 0
contenttweaker:magentawhiteapacherhyolitelichenorange - 0
contenttweaker:magentawhiteapacherhyolitelichenred - 0
contenttweaker:magentawhiteapacherhyolitelichenyellow - 0
contenttweaker:magentayellowapacherhyolite - 0
contenttweaker:magentayellowapacherhyolitebrick - 0
contenttweaker:magentayellowapacherhyolitechiseledbrick - 0
contenttweaker:magentayellowapacherhyolitecobblestone - 0
contenttweaker:magentayellowapacherhyolitecrackedbrick - 0
contenttweaker:magentayellowapacherhyolitecrackedshortbrick - 0
contenttweaker:magentayellowapacherhyolitedebossed - 0
contenttweaker:magentayellowapacherhyolitepolished - 0
contenttweaker:magentayellowapacherhyoliteshortbrick - 0
contenttweaker:magentayellowapacherhyolitemossybrick - 0
contenttweaker:magentayellowapacherhyolitemossychiseledbrick - 0
contenttweaker:magentayellowapacherhyolitemossydebossed - 0
contenttweaker:magentayellowapacherhyolitemossycobblestone - 0
contenttweaker:magentayellowapacherhyolitemossypolished - 0
contenttweaker:magentayellowapacherhyolitemossyshortbrick - 0
contenttweaker:magentayellowapacherhyolitelichenbrown - 0
contenttweaker:magentayellowapacherhyolitelichenorange - 0
contenttweaker:magentayellowapacherhyolitelichenred - 0
contenttweaker:magentayellowapacherhyolitelichenyellow - 0
contenttweaker:orangeblackapacherhyolite - 0
contenttweaker:orangeblackapacherhyolitebrick - 0
contenttweaker:orangeblackapacherhyolitechiseledbrick - 0
contenttweaker:orangeblackapacherhyolitecobblestone - 0
contenttweaker:orangeblackapacherhyolitecrackedbrick - 0
contenttweaker:orangeblackapacherhyolitecrackedshortbrick - 0
contenttweaker:orangeblackapacherhyolitedebossed - 0
contenttweaker:orangeblackapacherhyolitepolished - 0
contenttweaker:orangeblackapacherhyoliteshortbrick - 0
contenttweaker:orangeblackapacherhyolitemossybrick - 0
contenttweaker:orangeblackapacherhyolitemossychiseledbrick - 0
contenttweaker:orangeblackapacherhyolitemossydebossed - 0
contenttweaker:orangeblackapacherhyolitemossycobblestone - 0
contenttweaker:orangeblackapacherhyolitemossypolished - 0
contenttweaker:orangeblackapacherhyolitemossyshortbrick - 0
contenttweaker:orangeblackapacherhyolitelichenbrown - 0
contenttweaker:orangeblackapacherhyolitelichenorange - 0
contenttweaker:orangeblackapacherhyolitelichenred - 0
contenttweaker:orangeblackapacherhyolitelichenyellow - 0
contenttweaker:orangeblueapacherhyolite - 0
contenttweaker:orangeblueapacherhyolitebrick - 0
contenttweaker:orangeblueapacherhyolitechiseledbrick - 0
contenttweaker:orangeblueapacherhyolitecobblestone - 0
contenttweaker:orangeblueapacherhyolitecrackedbrick - 0
contenttweaker:orangeblueapacherhyolitecrackedshortbrick - 0
contenttweaker:orangeblueapacherhyolitedebossed - 0
contenttweaker:orangeblueapacherhyolitepolished - 0
contenttweaker:orangeblueapacherhyoliteshortbrick - 0
contenttweaker:orangeblueapacherhyolitemossybrick - 0
contenttweaker:orangeblueapacherhyolitemossychiseledbrick - 0
contenttweaker:orangeblueapacherhyolitemossydebossed - 0
contenttweaker:orangeblueapacherhyolitemossycobblestone - 0
contenttweaker:orangeblueapacherhyolitemossypolished - 0
contenttweaker:orangeblueapacherhyolitemossyshortbrick - 0
contenttweaker:orangeblueapacherhyolitelichenbrown - 0
contenttweaker:orangeblueapacherhyolitelichenorange - 0
contenttweaker:orangeblueapacherhyolitelichenred - 0
contenttweaker:orangeblueapacherhyolitelichenyellow - 0
contenttweaker:orangebrownapacherhyolite - 0
contenttweaker:orangebrownapacherhyolitebrick - 0
contenttweaker:orangebrownapacherhyolitechiseledbrick - 0
contenttweaker:orangebrownapacherhyolitecobblestone - 0
contenttweaker:orangebrownapacherhyolitecrackedbrick - 0
contenttweaker:orangebrownapacherhyolitecrackedshortbrick - 0
contenttweaker:orangebrownapacherhyolitedebossed - 0
contenttweaker:orangebrownapacherhyolitepolished - 0
contenttweaker:orangebrownapacherhyoliteshortbrick - 0
contenttweaker:orangebrownapacherhyolitemossybrick - 0
contenttweaker:orangebrownapacherhyolitemossychiseledbrick - 0
contenttweaker:orangebrownapacherhyolitemossydebossed - 0
contenttweaker:orangebrownapacherhyolitemossycobblestone - 0
contenttweaker:orangebrownapacherhyolitemossypolished - 0
contenttweaker:orangebrownapacherhyolitemossyshortbrick - 0
contenttweaker:orangebrownapacherhyolitelichenbrown - 0
contenttweaker:orangebrownapacherhyolitelichenorange - 0
contenttweaker:orangebrownapacherhyolitelichenred - 0
contenttweaker:orangebrownapacherhyolitelichenyellow - 0
contenttweaker:orangecyanapacherhyolite - 0
contenttweaker:orangecyanapacherhyolitebrick - 0
contenttweaker:orangecyanapacherhyolitechiseledbrick - 0
contenttweaker:orangecyanapacherhyolitecobblestone - 0
contenttweaker:orangecyanapacherhyolitecrackedbrick - 0
contenttweaker:orangecyanapacherhyolitecrackedshortbrick - 0
contenttweaker:orangecyanapacherhyolitedebossed - 0
contenttweaker:orangecyanapacherhyolitepolished - 0
contenttweaker:orangecyanapacherhyoliteshortbrick - 0
contenttweaker:orangecyanapacherhyolitemossybrick - 0
contenttweaker:orangecyanapacherhyolitemossychiseledbrick - 0
contenttweaker:orangecyanapacherhyolitemossydebossed - 0
contenttweaker:orangecyanapacherhyolitemossycobblestone - 0
contenttweaker:orangecyanapacherhyolitemossypolished - 0
contenttweaker:orangecyanapacherhyolitemossyshortbrick - 0
contenttweaker:orangecyanapacherhyolitelichenbrown - 0
contenttweaker:orangecyanapacherhyolitelichenorange - 0
contenttweaker:orangecyanapacherhyolitelichenred - 0
contenttweaker:orangecyanapacherhyolitelichenyellow - 0
contenttweaker:orangegrayapacherhyolite - 0
contenttweaker:orangegrayapacherhyolitebrick - 0
contenttweaker:orangegrayapacherhyolitechiseledbrick - 0
contenttweaker:orangegrayapacherhyolitecobblestone - 0
contenttweaker:orangegrayapacherhyolitecrackedbrick - 0
contenttweaker:orangegrayapacherhyolitecrackedshortbrick - 0
contenttweaker:orangegrayapacherhyolitedebossed - 0
contenttweaker:orangegrayapacherhyolitepolished - 0
contenttweaker:orangegrayapacherhyoliteshortbrick - 0
contenttweaker:orangegrayapacherhyolitemossybrick - 0
contenttweaker:orangegrayapacherhyolitemossychiseledbrick - 0
contenttweaker:orangegrayapacherhyolitemossydebossed - 0
contenttweaker:orangegrayapacherhyolitemossycobblestone - 0
contenttweaker:orangegrayapacherhyolitemossypolished - 0
contenttweaker:orangegrayapacherhyolitemossyshortbrick - 0
contenttweaker:orangegrayapacherhyolitelichenbrown - 0
contenttweaker:orangegrayapacherhyolitelichenorange - 0
contenttweaker:orangegrayapacherhyolitelichenred - 0
contenttweaker:orangegrayapacherhyolitelichenyellow - 0
contenttweaker:orangegreenapacherhyolite - 0
contenttweaker:orangegreenapacherhyolitebrick - 0
contenttweaker:orangegreenapacherhyolitechiseledbrick - 0
contenttweaker:orangegreenapacherhyolitecobblestone - 0
contenttweaker:orangegreenapacherhyolitecrackedbrick - 0
contenttweaker:orangegreenapacherhyolitecrackedshortbrick - 0
contenttweaker:orangegreenapacherhyolitedebossed - 0
contenttweaker:orangegreenapacherhyolitepolished - 0
contenttweaker:orangegreenapacherhyoliteshortbrick - 0
contenttweaker:orangegreenapacherhyolitemossybrick - 0
contenttweaker:orangegreenapacherhyolitemossychiseledbrick - 0
contenttweaker:orangegreenapacherhyolitemossydebossed - 0
contenttweaker:orangegreenapacherhyolitemossycobblestone - 0
contenttweaker:orangegreenapacherhyolitemossypolished - 0
contenttweaker:orangegreenapacherhyolitemossyshortbrick - 0
contenttweaker:orangegreenapacherhyolitelichenbrown - 0
contenttweaker:orangegreenapacherhyolitelichenorange - 0
contenttweaker:orangegreenapacherhyolitelichenred - 0
contenttweaker:orangegreenapacherhyolitelichenyellow - 0
contenttweaker:orangelightblueapacherhyolite - 0
contenttweaker:orangelightblueapacherhyolitebrick - 0
contenttweaker:orangelightblueapacherhyolitechiseledbrick - 0
contenttweaker:orangelightblueapacherhyolitecobblestone - 0
contenttweaker:orangelightblueapacherhyolitecrackedbrick - 0
contenttweaker:orangelightblueapacherhyolitecrackedshortbrick - 0
contenttweaker:orangelightblueapacherhyolitedebossed - 0
contenttweaker:orangelightblueapacherhyolitepolished - 0
contenttweaker:orangelightblueapacherhyoliteshortbrick - 0
contenttweaker:orangelightblueapacherhyolitemossybrick - 0
contenttweaker:orangelightblueapacherhyolitemossychiseledbrick - 0
contenttweaker:orangelightblueapacherhyolitemossydebossed - 0
contenttweaker:orangelightblueapacherhyolitemossycobblestone - 0
contenttweaker:orangelightblueapacherhyolitemossypolished - 0
contenttweaker:orangelightblueapacherhyolitemossyshortbrick - 0
contenttweaker:orangelightblueapacherhyolitelichenbrown - 0
contenttweaker:orangelightblueapacherhyolitelichenorange - 0
contenttweaker:orangelightblueapacherhyolitelichenred - 0
contenttweaker:orangelightblueapacherhyolitelichenyellow - 0
contenttweaker:orangelightgrayapacherhyolite - 0
contenttweaker:orangelightgrayapacherhyolitebrick - 0
contenttweaker:orangelightgrayapacherhyolitechiseledbrick - 0
contenttweaker:orangelightgrayapacherhyolitecobblestone - 0
contenttweaker:orangelightgrayapacherhyolitecrackedbrick - 0
contenttweaker:orangelightgrayapacherhyolitecrackedshortbrick - 0
contenttweaker:orangelightgrayapacherhyolitedebossed - 0
contenttweaker:orangelightgrayapacherhyolitepolished - 0
contenttweaker:orangelightgrayapacherhyoliteshortbrick - 0
contenttweaker:orangelightgrayapacherhyolitemossybrick - 0
contenttweaker:orangelightgrayapacherhyolitemossychiseledbrick - 0
contenttweaker:orangelightgrayapacherhyolitemossydebossed - 0
contenttweaker:orangelightgrayapacherhyolitemossycobblestone - 0
contenttweaker:orangelightgrayapacherhyolitemossypolished - 0
contenttweaker:orangelightgrayapacherhyolitemossyshortbrick - 0
contenttweaker:orangelightgrayapacherhyolitelichenbrown - 0
contenttweaker:orangelightgrayapacherhyolitelichenorange - 0
contenttweaker:orangelightgrayapacherhyolitelichenred - 0
contenttweaker:orangelightgrayapacherhyolitelichenyellow - 0
contenttweaker:orangelimeapacherhyolite - 0
contenttweaker:orangelimeapacherhyolitebrick - 0
contenttweaker:orangelimeapacherhyolitechiseledbrick - 0
contenttweaker:orangelimeapacherhyolitecobblestone - 0
contenttweaker:orangelimeapacherhyolitecrackedbrick - 0
contenttweaker:orangelimeapacherhyolitecrackedshortbrick - 0
contenttweaker:orangelimeapacherhyolitedebossed - 0
contenttweaker:orangelimeapacherhyolitepolished - 0
contenttweaker:orangelimeapacherhyoliteshortbrick - 0
contenttweaker:orangelimeapacherhyolitemossybrick - 0
contenttweaker:orangelimeapacherhyolitemossychiseledbrick - 0
contenttweaker:orangelimeapacherhyolitemossydebossed - 0
contenttweaker:orangelimeapacherhyolitemossycobblestone - 0
contenttweaker:orangelimeapacherhyolitemossypolished - 0
contenttweaker:orangelimeapacherhyolitemossyshortbrick - 0
contenttweaker:orangelimeapacherhyolitelichenbrown - 0
contenttweaker:orangelimeapacherhyolitelichenorange - 0
contenttweaker:orangelimeapacherhyolitelichenred - 0
contenttweaker:orangelimeapacherhyolitelichenyellow - 0
contenttweaker:orangemagentaapacherhyolite - 0
contenttweaker:orangemagentaapacherhyolitebrick - 0
contenttweaker:orangemagentaapacherhyolitechiseledbrick - 0
contenttweaker:orangemagentaapacherhyolitecobblestone - 0
contenttweaker:orangemagentaapacherhyolitecrackedbrick - 0
contenttweaker:orangemagentaapacherhyolitecrackedshortbrick - 0
contenttweaker:orangemagentaapacherhyolitedebossed - 0
contenttweaker:orangemagentaapacherhyolitepolished - 0
contenttweaker:orangemagentaapacherhyoliteshortbrick - 0
contenttweaker:orangemagentaapacherhyolitemossybrick - 0
contenttweaker:orangemagentaapacherhyolitemossychiseledbrick - 0
contenttweaker:orangemagentaapacherhyolitemossydebossed - 0
contenttweaker:orangemagentaapacherhyolitemossycobblestone - 0
contenttweaker:orangemagentaapacherhyolitemossypolished - 0
contenttweaker:orangemagentaapacherhyolitemossyshortbrick - 0
contenttweaker:orangemagentaapacherhyolitelichenbrown - 0
contenttweaker:orangemagentaapacherhyolitelichenorange - 0
contenttweaker:orangemagentaapacherhyolitelichenred - 0
contenttweaker:orangemagentaapacherhyolitelichenyellow - 0
contenttweaker:orangeapacherhyolite - 0
contenttweaker:orangeapacherhyolitebrick - 0
contenttweaker:orangeapacherhyolitechiseledbrick - 0
contenttweaker:orangeapacherhyolitecobblestone - 0
contenttweaker:orangeapacherhyolitecrackedbrick - 0
contenttweaker:orangeapacherhyolitecrackedshortbrick - 0
contenttweaker:orangeapacherhyolitedebossed - 0
contenttweaker:orangeapacherhyolitepolished - 0
contenttweaker:orangeapacherhyoliteshortbrick - 0
contenttweaker:orangeapacherhyolitemossybrick - 0
contenttweaker:orangeapacherhyolitemossychiseledbrick - 0
contenttweaker:orangeapacherhyolitemossydebossed - 0
contenttweaker:orangeapacherhyolitemossycobblestone - 0
contenttweaker:orangeapacherhyolitemossypolished - 0
contenttweaker:orangeapacherhyolitemossyshortbrick - 0
contenttweaker:orangeapacherhyolitelichenbrown - 0
contenttweaker:orangeapacherhyolitelichenorange - 0
contenttweaker:orangeapacherhyolitelichenred - 0
contenttweaker:orangeapacherhyolitelichenyellow - 0
contenttweaker:orangepinkapacherhyolite - 0
contenttweaker:orangepinkapacherhyolitebrick - 0
contenttweaker:orangepinkapacherhyolitechiseledbrick - 0
contenttweaker:orangepinkapacherhyolitecobblestone - 0
contenttweaker:orangepinkapacherhyolitecrackedbrick - 0
contenttweaker:orangepinkapacherhyolitecrackedshortbrick - 0
contenttweaker:orangepinkapacherhyolitedebossed - 0
contenttweaker:orangepinkapacherhyolitepolished - 0
contenttweaker:orangepinkapacherhyoliteshortbrick - 0
contenttweaker:orangepinkapacherhyolitemossybrick - 0
contenttweaker:orangepinkapacherhyolitemossychiseledbrick - 0
contenttweaker:orangepinkapacherhyolitemossydebossed - 0
contenttweaker:orangepinkapacherhyolitemossycobblestone - 0
contenttweaker:orangepinkapacherhyolitemossypolished - 0
contenttweaker:orangepinkapacherhyolitemossyshortbrick - 0
contenttweaker:orangepinkapacherhyolitelichenbrown - 0
contenttweaker:orangepinkapacherhyolitelichenorange - 0
contenttweaker:orangepinkapacherhyolitelichenred - 0
contenttweaker:orangepinkapacherhyolitelichenyellow - 0
contenttweaker:orangepurpleapacherhyolite - 0
contenttweaker:orangepurpleapacherhyolitebrick - 0
contenttweaker:orangepurpleapacherhyolitechiseledbrick - 0
contenttweaker:orangepurpleapacherhyolitecobblestone - 0
contenttweaker:orangepurpleapacherhyolitecrackedbrick - 0
contenttweaker:orangepurpleapacherhyolitecrackedshortbrick - 0
contenttweaker:orangepurpleapacherhyolitedebossed - 0
contenttweaker:orangepurpleapacherhyolitepolished - 0
contenttweaker:orangepurpleapacherhyoliteshortbrick - 0
contenttweaker:orangepurpleapacherhyolitemossybrick - 0
contenttweaker:orangepurpleapacherhyolitemossychiseledbrick - 0
contenttweaker:orangepurpleapacherhyolitemossydebossed - 0
contenttweaker:orangepurpleapacherhyolitemossycobblestone - 0
contenttweaker:orangepurpleapacherhyolitemossypolished - 0
contenttweaker:orangepurpleapacherhyolitemossyshortbrick - 0
contenttweaker:orangepurpleapacherhyolitelichenbrown - 0
contenttweaker:orangepurpleapacherhyolitelichenorange - 0
contenttweaker:orangepurpleapacherhyolitelichenred - 0
contenttweaker:orangepurpleapacherhyolitelichenyellow - 0
contenttweaker:orangeredapacherhyolite - 0
contenttweaker:orangeredapacherhyolitebrick - 0
contenttweaker:orangeredapacherhyolitechiseledbrick - 0
contenttweaker:orangeredapacherhyolitecobblestone - 0
contenttweaker:orangeredapacherhyolitecrackedbrick - 0
contenttweaker:orangeredapacherhyolitecrackedshortbrick - 0
contenttweaker:orangeredapacherhyolitedebossed - 0
contenttweaker:orangeredapacherhyolitepolished - 0
contenttweaker:orangeredapacherhyoliteshortbrick - 0
contenttweaker:orangeredapacherhyolitemossybrick - 0
contenttweaker:orangeredapacherhyolitemossychiseledbrick - 0
contenttweaker:orangeredapacherhyolitemossydebossed - 0
contenttweaker:orangeredapacherhyolitemossycobblestone - 0
contenttweaker:orangeredapacherhyolitemossypolished - 0
contenttweaker:orangeredapacherhyolitemossyshortbrick - 0
contenttweaker:orangeredapacherhyolitelichenbrown - 0
contenttweaker:orangeredapacherhyolitelichenorange - 0
contenttweaker:orangeredapacherhyolitelichenred - 0
contenttweaker:orangeredapacherhyolitelichenyellow - 0
contenttweaker:orangewhiteapacherhyolite - 0
contenttweaker:orangewhiteapacherhyolitebrick - 0
contenttweaker:orangewhiteapacherhyolitechiseledbrick - 0
contenttweaker:orangewhiteapacherhyolitecobblestone - 0
contenttweaker:orangewhiteapacherhyolitecrackedbrick - 0
contenttweaker:orangewhiteapacherhyolitecrackedshortbrick - 0
contenttweaker:orangewhiteapacherhyolitedebossed - 0
contenttweaker:orangewhiteapacherhyolitepolished - 0
contenttweaker:orangewhiteapacherhyoliteshortbrick - 0
contenttweaker:orangewhiteapacherhyolitemossybrick - 0
contenttweaker:orangewhiteapacherhyolitemossychiseledbrick - 0
contenttweaker:orangewhiteapacherhyolitemossydebossed - 0
contenttweaker:orangewhiteapacherhyolitemossycobblestone - 0
contenttweaker:orangewhiteapacherhyolitemossypolished - 0
contenttweaker:orangewhiteapacherhyolitemossyshortbrick - 0
contenttweaker:orangewhiteapacherhyolitelichenbrown - 0
contenttweaker:orangewhiteapacherhyolitelichenorange - 0
contenttweaker:orangewhiteapacherhyolitelichenred - 0
contenttweaker:orangewhiteapacherhyolitelichenyellow - 0
contenttweaker:orangeyellowapacherhyolite - 0
contenttweaker:orangeyellowapacherhyolitebrick - 0
contenttweaker:orangeyellowapacherhyolitechiseledbrick - 0
contenttweaker:orangeyellowapacherhyolitecobblestone - 0
contenttweaker:orangeyellowapacherhyolitecrackedbrick - 0
contenttweaker:orangeyellowapacherhyolitecrackedshortbrick - 0
contenttweaker:orangeyellowapacherhyolitedebossed - 0
contenttweaker:orangeyellowapacherhyolitepolished - 0
contenttweaker:orangeyellowapacherhyoliteshortbrick - 0
contenttweaker:orangeyellowapacherhyolitemossybrick - 0
contenttweaker:orangeyellowapacherhyolitemossychiseledbrick - 0
contenttweaker:orangeyellowapacherhyolitemossydebossed - 0
contenttweaker:orangeyellowapacherhyolitemossycobblestone - 0
contenttweaker:orangeyellowapacherhyolitemossypolished - 0
contenttweaker:orangeyellowapacherhyolitemossyshortbrick - 0
contenttweaker:orangeyellowapacherhyolitelichenbrown - 0
contenttweaker:orangeyellowapacherhyolitelichenorange - 0
contenttweaker:orangeyellowapacherhyolitelichenred - 0
contenttweaker:orangeyellowapacherhyolitelichenyellow - 0
contenttweaker:pinkblackapacherhyolite - 0
contenttweaker:pinkblackapacherhyolitebrick - 0
contenttweaker:pinkblackapacherhyolitechiseledbrick - 0
contenttweaker:pinkblackapacherhyolitecobblestone - 0
contenttweaker:pinkblackapacherhyolitecrackedbrick - 0
contenttweaker:pinkblackapacherhyolitecrackedshortbrick - 0
contenttweaker:pinkblackapacherhyolitedebossed - 0
contenttweaker:pinkblackapacherhyolitepolished - 0
contenttweaker:pinkblackapacherhyoliteshortbrick - 0
contenttweaker:pinkblackapacherhyolitemossybrick - 0
contenttweaker:pinkblackapacherhyolitemossychiseledbrick - 0
contenttweaker:pinkblackapacherhyolitemossydebossed - 0
contenttweaker:pinkblackapacherhyolitemossycobblestone - 0
contenttweaker:pinkblackapacherhyolitemossypolished - 0
contenttweaker:pinkblackapacherhyolitemossyshortbrick - 0
contenttweaker:pinkblackapacherhyolitelichenbrown - 0
contenttweaker:pinkblackapacherhyolitelichenorange - 0
contenttweaker:pinkblackapacherhyolitelichenred - 0
contenttweaker:pinkblackapacherhyolitelichenyellow - 0
contenttweaker:pinkblueapacherhyolite - 0
contenttweaker:pinkblueapacherhyolitebrick - 0
contenttweaker:pinkblueapacherhyolitechiseledbrick - 0
contenttweaker:pinkblueapacherhyolitecobblestone - 0
contenttweaker:pinkblueapacherhyolitecrackedbrick - 0
contenttweaker:pinkblueapacherhyolitecrackedshortbrick - 0
contenttweaker:pinkblueapacherhyolitedebossed - 0
contenttweaker:pinkblueapacherhyolitepolished - 0
contenttweaker:pinkblueapacherhyoliteshortbrick - 0
contenttweaker:pinkblueapacherhyolitemossybrick - 0
contenttweaker:pinkblueapacherhyolitemossychiseledbrick - 0
contenttweaker:pinkblueapacherhyolitemossydebossed - 0
contenttweaker:pinkblueapacherhyolitemossycobblestone - 0
